source,target,original_relation,normalized_relation,PubMedID
docetaxel,bone metastatic mhspc,may_treat,may_treat,34187853
neoadjuvant androgen deprivation therapy,pelvic lymph node,may_prevent,may_prevent,34187853
radiotherapy,prostate,may_treat,may_treat,34187853
toxicity,radium223,adverse event occurs in,adverse event occurs in,34187853
efficacy,radium223,adverse event outcome,adverse event outcome,34187853
progressionfree survival,radium223,adverse event outcome,adverse event outcome,34187853
trial,radium223,drug associated with AE,drug associated with AE,34187853
CARG toxicity score,geriatric patient,used to assess toxicity risk in,connected to,34187825
geriatric patient,chemotherapy,receiving,receiving,34187825
geriatric patient,curative intent chemotherapy,treated with,treated with drug,34187825
Tata Memorial Hospital,geriatric patient,location_of,location_of,34187825
geriatric patient,gastrointestinal cancer,has disease,has disease,34187825
geriatric patient,breast cancer,has disease,has disease,34187825
geriatric patient,gynaecological cancer,has disease,has disease,34187825
geriatric patient,grade toxicity,predicted for,predicted for,34187825
geriatric patient,Eastern Cooperative Oncology Group (ECOG) performance status,no association with,drug associated with AE in adolescent,34187825
geriatric patient,age-adjusted Charlson Comorbidity Index,no association with,drug associated with AE in adolescent,34187825
geriatric oncology patient,curative intent chemotherapy,receiving,receiving,34187825
elderly patient,chemotherapy,planning before,planning before,34187825
bevacizumab,brain radiation necrosis,may_treat,may_treat,34186494
brain radiation necrosis,stereotactic radiosurgery,occurs in,occurs in,34186494
nonsmall cell lung cancer,immune checkpoint inhibitor,treated with drug,treated with drug,34186494
immunotherapy,target therapy,adjacent_to,adjacent_to,34186441
patient,melanoma,has disease,has disease,34186441
melanoma,BRAFV600 mutation,has part,has part,34186441
melanoma,combination of BRAF/MEK inhibitor,treated with drug,treated with drug,34186441
melanoma,immune checkpoint inhibitor,treated with drug,treated with drug,34186441
immune checkpoint inhibitor,pembrolizumab,treated with drug,treated with drug,34186441
immune checkpoint inhibitor,nivolumab,treated with drug,treated with drug,34186441
immune checkpoint inhibitor,ipilimumab,treated with drug,treated with drug,34186441
melanoma,atezolizumab,treated with drug,treated with drug,34186441
atezolizumab,vemurafenib,drug associated with AE,drug associated with AE,34186441
vemurafenib,cobimetinib,drug associated with AE,drug associated with AE,34186441
cobimetinib,FDA,drug associated with AE,drug associated with AE,34186441
colorectal cancer,polyursolic acid,may_treat,may_treat,34186049
polyursolic acid,nanoparticles,composed primarily of,composed primarily of,34186049
nanoparticles,mithramycin,may_treat,may_treat,34186049
nanoparticles,ct26 colorectal cancer cell,protects,protects,34186049
ly01008,avastin,compared in randomized controlled trial,adverse event occurs in,34184418
ly01008,paclitaxelcarboplatin,combined treatment with,drug associated with AE in adolescent,34184418
ly01008,nonsquamous nonsmall cell lung cancer,treatment in firstline setting for,drug AE occurs in,34184418
ly01008,chinese patient,tested in randomized controlled trial with,treated with drug,34184418
ly01008,recist version,confirmed by,confirmed by,34184418
recist version,radiological review committee,used for confirmation by,used for confirmation by,34184418
gastric cancer,perioperative chemotherapy,may_treat,may_treat,34183522
perioperative chemotherapy,cisplatin-capecitabine,treated with drug,treated with drug,34183522
cisplatin-capecitabine,preoperative chemoradiation,may_prevent,may_prevent,34183522
neoadjuvant chemotherapy,surgical resection,may_prevent,may_prevent,34183522
surgical resection,adjuvant chemotherapy,may_treat,may_treat,34183522
adjuvant chemotherapy,radiotherapy,may_treat,may_treat,34183522
disease progression,surgery-first strategy,realizes,realizes,34183522
highdose methotrexate,acute leukemia malignant lymphoma,may_treat,may_treat,34182493
highdose methotrexate,osteosarcoma,may_treat,may_treat,34182493
glycyrrhizin,hepatic dysfunction,may_treat,may_treat,34182493
male wistar rat,highdose methotrexate,treated with drug,treated with drug,34182493
male wistar rat,glycyrrhizin,treated with drug,treated with drug,34182493
plasma concentration,methotrexate,located_in,located_in,34182493
plasma concentration,alanine aminotransferase,surrounds,surrounds,34182493
plasma concentration,aspartate aminotransferase,surrounds,surrounds,34182493
plasma concentration,total bilirubin,surrounds,surrounds,34182493
glycyrrhizin,methotrexate,drug associated with AE,drug associated with AE,34182493
glycyrrhizin,hepatic toxicity,may_cause,may_cause,34182493
pemetrexed,nonsquamous nonsmall cell lung cancer,may_treat,may_treat,34181276
pemetrexed,renal impairment,may_treat,may_treat,34181276
renal impairment,hematological toxicity,induces,induces,34181276
pemetrexed,neutropenia,may_cause,may_cause,34181276
glomerular filtration rate,renal impairment,has part,has part,34181276
idasanutlin,p53 activation,enabling p53 activation,enabling p53 activation,34180037
idasanutlin,tumor growth inhibition,enabling tumor growth inhibition,enabling tumor growth inhibition,34180037
idasanutlin,maximum tolerated dose,determine the maximum tolerated dose,determine the maximum tolerated dose,34180037
idasanutlin,safety pharmacokinetics,safety pharmacokinetics,safety pharmacokinetics,34180037
idasanutlin,pharmacodynamics,pharmacodynamics,pharmacodynamics,34180037
idasanutlin,food effect,food effect,food effect,34180037
idasanutlin,clinical activity,clinical activity,clinical activity,34180037
patient,advanced malignancy,patient with advanced malignancy,treated with drug,34180037
phase i study,doseescalation phase,conducted a phase i study of,bearer of,34180037
idasanutlin,adverse event,common adverse event were,common adverse event were,34180037
adverse event,doselimiting toxicity,doselimiting toxicity were,doselimiting toxicity were,34180037
myelosuppression,pharmacokinetic exposure,associated with pharmacokinetic exposure,treated with drug,34180037
idasanutlin,interpatient variability,interpatient variability in exposure,adverse event occurs in,34180037
cumulative idasanutlin exposure,whole day cycle,cumulative idasanutlin exposure over the whole day cycle,cumulative idasanutlin exposure over the whole day cycle,34180037
food effect,pharmacokinetic exposure,food effect on pharmacokinetic exposure occurred,food effect on pharmacokinetic exposure occurred,34180037
mic1 level,qd dosing,level were higher with qd dosing,treated with drug,34180037
best response,sarcoma,best response in patient with sarcoma,treated with drug,34180037
vascular endothelial growth factor,hepatocyte growth factor,act synergistically to promote,connected to,34180036
vegf inhibition,phosphorylated cmet,lead to increased level of,bearer of,34180036
phosphorylated cmet,chemoresistance,leading to,anteriorly connected to,34180036
pazopanib,arq197 tivantinib,combination of,bearer of,34180036
dose limiting toxicity,maximum tolerated dose,not determined at any,not determined at any,34180036
hypertension,adverse event,common,common,34180036
stable disease,pazopanib,achieved in,adverse event occurs in,34180036
circulating vegf,vegf inhibition,only increased by,only increased by,34180036
cmet level,biopsy,determined in paired,drug associated with AE in adolescent,34180036
biopsy,vegf inhibition,in response to,adverse event occurs in,34180036
vegf inhibition,epithelialmesenchymal transition,discussed in the context of,bearer of,34180036
adrenocortical carcinoma,mitotane,treated with drug,treated with drug,34176818
mitotane,patient,occurs in patient treated with drug,occurs in patient treated with drug,34176818
mitotane,cytotoxic chemotherapy,combined with,drug associated with AE,34176818
patient,clinical trial,enrolled in,adverse event occurs in,34176818
kavain,piper methysticum,composed primarily of,composed primarily of,34176449
kavain,anticonvulsive,has property,has part,34176449
kavain,analgesic,has property,has part,34176449
kavain,anxiolytic,has property,has part,34176449
kavain,antiepileptic,has property,has part,34176449
kavain,antithrombotic,has property,has part,34176449
kavain,antiinflammatory,has property,has part,34176449
kavain,antioxidant,has property,has part,34176449
kavain,doxorubicin,drug associated with AE,drug associated with AE,34176449
kavain,somatic mutation and recombination test,example of usage,example of usage,34176449
kavain,epithelial tumor test,example of usage,example of usage,34176449
drosophila melanogaster,somatic mutation and recombination test,realized in,realized in,34176449
drosophila melanogaster,epithelial tumor test,realized in,realized in,34176449
metastatic triple-negative breast cancer,sacituzumab govitecan,treated with drug,treated with drug,34176192
sacituzumab govitecan,irinotecan,drug associated with AE,drug associated with AE,34176192
irinotecan,sn-38,produces,produces,34176192
sn-38,monoclonal antibody,bearer of,bearer of,34176192
monoclonal antibody,trophoblast cell surface antigen,connected to,connected to,34176192
Chemotherapy,Peripheral Neuropathy,may_treat,may_treat,34176021
Oxaliplatin,Peripheral Neuropathy,drug associated with AE,drug associated with AE,34176021
Oxaliplatin,Colon Cancer,may_treat,may_treat,34176021
mifap protocol,dexabeam,compared to,anteriorly connected to,34176014
patient,hodgkin lymphoma,has disease,has disease,34176014
patient,nonhodgkins lymphoma,has disease,has disease,34176014
patient,salvage chemotherapy,treated with drug,treated with drug,34176014
patient,highdose therapy,treated with drug,treated with drug,34176014
patient,hematopoietic cell transplantation,treated with drug,treated with drug,34176014
mifap protocol,toxicity,associated with,drug associated with AE,34176014
mifap protocol,immunotherapy,may be necessary for,may be necessary for,34176014
diffuse large B-cell lymphoma,"R-CHOP (rituximab, cyclophosphamide, doxorubicin, vincristine, and prednisone)",drug associated with AE,drug associated with AE,34175369
diffuse large B-cell lymphoma,pharmacological treatment,may_treat,may_treat,34175369
diffuse large B-cell lymphoma,molecular biomarkers,is evidence of,is evidence of,34175369
molecular biomarkers,single nucleotide polymorphism (SNP),example of usage,example of usage,34175369
single nucleotide polymorphism (SNP),candidate gene,develops_from,develops_from,34175369
single nucleotide polymorphism (SNP),genomewide association study (GWAS),develops_from,develops_from,34175369
Neck dissection,Chemoradiotherapy,preceded by,preceded by,34175226
Neck dissection,Lymph node failure,associated with,drug associated with AE,34175226
Neck dissection,Xerostomia,associated with,drug associated with AE,34175226
IMRT,Nasopharyngeal squamous cell carcinoma,used for,used for,34175226
Induction chemotherapy,Nasopharyngeal squamous cell carcinoma,used for,used for,34175226
Cisplatin-based chemoradiotherapy,Nasopharyngeal squamous cell carcinoma,used for,used for,34175226
ibrutinib,adverse event,may cause,may cause,34174986
acalabrutinib,adverse event,may cause,may cause,34174986
chronic lymphocytic leukemia,ibrutinib,may_treat,may_treat,34174986
chronic lymphocytic leukemia,acalabrutinib,may_treat,may_treat,34174986
ibrutinib,venetoclax,may be followed by,may be followed by,34174986
ibrutinib,phosphatidylinositol kinase inhibitor,may be followed by,may be followed by,34174986
ibrutinib,cellular therapy,may be followed by,may be followed by,34174986
ibrutinib,clinical trial,may be followed by,may be followed by,34174986
cd137 bb,liver inflammation,adverse event occurs in,adverse event occurs in,34172583
urelumab,liver inflammation,adverse event outcome,adverse event outcome,34172583
antimouse cd137 agonist antibody,1d8 1d8 probody therapeutic pbtx,develops_into,develops_into,34172583
1d8 1d8 probody therapeutic pbtx,tumor microenvironment,located_in,located_in,34172583
1d8 1d8 probody therapeutic pbtx,tumor microenvironment,may_treat,may_treat,34172583
1d8 1d8 probody therapeutic pbtx,pd1 blockade,may_treat,may_treat,34172583
1d8 1d8 probody therapeutic pbtx,adoptive tcell therapy,may_treat,may_treat,34172583
1d8 1d8 probody therapeutic pbtx,tumordraining lymph node,connected to,connected to,34172583
tumordraining lymph node,regional lymphadenectomy,connected to,connected to,34172583
adoptive tcell therapy,s1p receptordependent recirculation,realizes,realizes,34172583
1d8 1d8 probody therapeutic pbtx,spontaneous metastasis,may_prevent,may_prevent,34172583
immune checkpoint inhibitor,cancer,treated with drug,treated with drug,34172516
